post_id,title,url,image,ocr,problems,conflict,action
42,仕事の英語で詰まるなら、1000時間より先に「使う十数文」を数える,https://sakura-eigo.com/%e3%80%8c%e4%bb%95%e4%ba%8b-%e8%8b%b1%e8%aa%9e-%e5%bf%85%e8%a6%81-%e3%81%aa%e3%81%ae%e3%81%ab-%e3%81%a7%e3%81%8d%e3%81%aa%e3%81%84%e3%80%8d%e3%81%a7%e4%b8%a6%e3%81%b6%e5%bf%83%e3%81%ae%e6%8c%81/,https://sakura-eigo.com/wp-content/uploads/2026/08/eyecatch-42.png,@ ツン @ ym レー “ ©,なし,なし,
61,英語のやる気が出ないのは、他人に握られた締切が0本だから,https://sakura-eigo.com/%e3%80%8c%e8%8b%b1%e8%aa%9e-%e5%8b%89%e5%bc%b7-%e3%83%a2%e3%83%81%e3%83%99-%e4%b8%8a%e3%81%92%e3%82%8b-%e6%96%b9%e6%b3%95%e3%80%8d%e3%81%a7%e4%b8%a6%e3%81%b6%e7%9b%ae%e6%a8%99%e8%a8%ad%e5%ae%9a/,https://sakura-eigo.com/wp-content/uploads/2026/08/eyecatch-61.png,3 “oe oe や ーー & Oo 2 $F 2で > :き ® «6 Sa aie tc A,なし,なし,
64,英語コーチングを契約する前に、卒業後に残るものを聞く12の質問,https://sakura-eigo.com/%e3%80%8c%e8%8b%b1%e8%aa%9e%e3%82%b3%e3%83%bc%e3%83%81%e3%83%b3%e3%82%b0-%e6%8c%ab%e6%8a%98-%e3%81%97%e3%81%aa%e3%81%84-%e6%96%b9%e6%b3%95%e3%80%8d%e3%81%a7%e4%b8%a6%e3%81%b6%e7%9b%ae%e6%a8%99/,https://sakura-eigo.com/wp-content/uploads/2026/08/eyecatch-64.png,ry ー wy 1 SS @ ⑯ © Ae Y ヾ / NT リン | oa iA,なし,なし,
67,フィリピン留学を申し込む前に、帰国後4週間の予定を埋める,https://sakura-eigo.com/%e3%80%8c%e3%83%95%e3%82%a3%e3%83%aa%e3%83%94%e3%83%b3%e7%95%99%e5%ad%a6-%e7%a4%be%e4%bc%9a%e4%ba%ba-%e3%81%8a%e3%81%99%e3%81%99%e3%82%81%e3%80%8d%e3%81%a7%e4%b8%a6%e3%81%b6%e5%ae%89%e3%81%84/,https://sakura-eigo.com/wp-content/uploads/2026/08/eyecatch-67.png,SS Px 9 @ * V ) a“ — SE (4 NN 4] 1 Ss ie 4 Td しと 3 ウ 72 を ーー,なし,なし,
117,英語をゼロから始めるとき、今日やった分に明日の出番を1つ付ける,https://sakura-eigo.com/%e3%80%8c%e8%8b%b1%e8%aa%9e-%e3%82%bc%e3%83%ad%e3%81%8b%e3%82%89-%e7%a4%be%e4%bc%9a%e4%ba%ba-%e3%81%a9%e3%81%ae%e3%81%8f%e3%82%89%e3%81%84%e3%80%8d%e3%81%ab%e4%b8%a6%e3%81%b61000%e6%99%82%e9%96%93/,https://sakura-eigo.com/wp-content/uploads/2026/08/eyecatch-117.png,ンー の (ay ee N AIS « {OORT DU oS %で = wie —,なし,なし,ファイル名に古い語。画像の中身は問題なし。名前だけ変える
131,ワーホリの貯金額より先に決めたい、収入が始まるまでの月数,https://sakura-eigo.com/%e3%80%8c%e3%82%aa%e3%83%bc%e3%82%b9%e3%83%88%e3%83%a9%e3%83%aa%e3%82%a2-%e3%83%af%e3%83%bc%e3%83%9b%e3%83%aa-%e8%b2%bb%e7%94%a8-%e3%83%aa%e3%82%a2%e3%83%ab%e3%80%8d%e3%81%ab%e4%b8%a6%e3%81%b6/,https://sakura-eigo.com/wp-content/uploads/2026/08/eyecatch-131.png,"<*> | ーー時 未来の わたしのために KM ve ae Vv 貯める 5 7 り キー | | \ DP なia 2A ジンクミ Ei, [Pa ンクョ ジジ a) SER a) FID, 7 at やりたいことりスト ry FER 7 -troy. ff",なし,なし,ファイル名に古い語。画像の中身は問題なし。名前だけ変える
136,「英語できなくても移住できる」は、入口を越えたあとの話,https://sakura-eigo.com/%e3%80%8c%e6%b5%b7%e5%a4%96%e7%a7%bb%e4%bd%8f-%e6%ba%96%e5%82%99-%e8%8b%b1%e8%aa%9e%e3%81%a7%e3%81%8d%e3%81%aa%e3%81%84%e3%80%8d%e3%81%ab%e4%b8%a6%e3%81%b6%e8%8b%b1%e8%aa%9e%e3%81%a7%e3%81%8d/,https://sakura-eigo.com/wp-content/uploads/2026/06/5B2FD5E5-F69F-4168-9EE5-57AEC7FE48C0.png,ど | oe ) のスス (人4 の Ge た KEP I~ *,なし,なし,ファイル名に古い語。画像の中身は問題なし。名前だけ変える
137,英語コーチングの体験談は、到達点の写真かその後の傾きかで読み分ける,https://sakura-eigo.com/%e3%80%8c%e8%8b%b1%e8%aa%9e%e3%82%b3%e3%83%bc%e3%83%81%e3%83%b3%e3%82%b0-3%e3%83%b6%e6%9c%88-%e5%8a%b9%e6%9e%9c-%e4%bd%93%e9%a8%93%e8%ab%87%e3%80%8d%e3%81%ab%e4%b8%a6%e3%81%b6toeic155%e7%82%b9/,https://sakura-eigo.com/wp-content/uploads/2026/06/0317970F-D4B0-4882-ACBB-8B0A728E0184.png,tare 自分を al 好き( なる (@ (⑥り yy OY ) iD e e.® KR 変わった づヶ月て ーーデーー /,なし,なし,ファイル名に古い語。画像の中身は問題なし。名前だけ変える
138,3ヶ月57万の英語コーチング、卒業後に何ヶ月残るか誰も教えてくれない,https://sakura-eigo.com/%e3%80%8c%e8%8b%b1%e8%aa%9e%e3%82%b3%e3%83%bc%e3%83%81%e3%83%b3%e3%82%b0-%e6%96%99%e9%87%91-%e6%af%94%e8%bc%83-2024%e3%80%8d%e3%81%a7%e4%b8%a6%e3%81%b63%e3%83%b6%e6%9c%8857%e4%b8%87%e3%83%bb%e6%9c%881/,https://sakura-eigo.com/wp-content/uploads/2026/06/84AB9726-A105-48FF-B776-4B5818008CFC.png,ト Ol ye) (ac el > VM) if し eS kay # 上評 gy,なし,なし,ファイル名に古い語。画像の中身は問題なし。名前だけ変える
149,カナダ ワーホリの費用は3つの箱で出す｜まとめ記事に載らない項目,https://sakura-eigo.com/%e3%80%8c%e3%82%ab%e3%83%8a%e3%83%80-%e3%83%af%e3%83%bc%e3%83%9b%e3%83%aa-%e8%b2%bb%e7%94%a8-2024%e3%80%8d%e3%81%a7%e4%b8%a6%e3%81%b6150%e4%b8%87%e3%83%bb250%e4%b8%87%e3%81%ae%e8%a6%8b%e7%a9%8d/,https://sakura-eigo.com/wp-content/uploads/2026/08/eyecatch-149.png,"W ッチ als ee Aa. FE し — い パ | \ アーで cos ae ~ ye | ‘eh: ae ie AN isa Base Cost 120,000 し Options 35,000 | my Mi Delivery =a ーーーーーーー 15,000 デー シ fo} = っ @x Tt =( 170,000 ) ee, AN Re {FES Simple is best ー",なし,なし,ファイル名に古い語。画像の中身は問題なし。名前だけ変える
150,「続けるコツ」に書かれない90日の採点者が、私が英語で失敗した本当の理由だった,https://sakura-eigo.com/%e3%80%8c%e8%8b%b1%e8%aa%9e-%e5%8b%89%e5%bc%b7%e6%b3%95-30%e4%bb%a3-%e3%81%8b%e3%82%89%e3%80%8d%e3%81%a7%e4%b8%a6%e3%81%b6%e4%b8%ad%e5%ad%a6%e6%96%87%e6%b3%95%e3%82%84%e3%82%8a%e7%9b%b4/,https://sakura-eigo.com/wp-content/uploads/2026/08/eyecatch-150.png,"rie) ag に3 Se A. | Ws め) 4 z (4 re であき 『の/ ん ys い) SN ‘he か vt Ui oe! 7( Vig | Ld | ) oN 今週の計画 ae ふりかえり ae A ol o と 運動 NS っジー 英語 | ot 3) ee) La 勉強 avg / Bx の te BRaz ail Be の kG, LZ ao, Nall F Rhee ダ ",なし,なし,ファイル名に古い語。画像の中身は問題なし。名前だけ変える
151,「意味ない」を5回検索する前に、私が問うべき1つのこと,https://sakura-eigo.com/%e3%80%8c%e8%8b%b1%e8%aa%9e%e3%82%b3%e3%83%bc%e3%83%81%e3%83%b3%e3%82%b0-%e6%84%8f%e5%91%b3%e3%81%aa%e3%81%84%e3%80%8d%e3%81%a7%e4%b8%a6%e3%81%b6%e9%ab%98%e3%81%84%e3%83%bb%e7%b5%90%e5%b1%80/,https://sakura-eigo.com/wp-content/uploads/2026/08/eyecatch-151.png,ie % や と ンー< ず 4 1 q \\ CN (0 % @ x / ja ei A om om = 25 i om om,なし,なし,ファイル名に古い語。画像の中身は問題なし。名前だけ変える
207,留学の不安は、調べて消える・試して縮む・残るの3つに分ける,https://sakura-eigo.com/%e3%80%8c%e7%a4%be%e4%bc%9a%e4%ba%ba-%e7%95%99%e5%ad%a6-%e4%bb%95%e4%ba%8b%e8%be%9e%e3%82%81%e3%82%8b-%e4%b8%8d%e5%ae%89%e3%80%8d%e3%81%a7%e4%b8%a6%e3%81%b6%e5%86%8d%e5%b0%b1%e8%81%b7%e3%83%bb/,https://sakura-eigo.com/wp-content/uploads/2026/08/eyecatch-207.png,aa ied > oe Zo 9 、 容 N、 y! り W N42 SS 4 cos pf ft tf > Lib Es ¢ @ z 本 どうしたぃ? 』 ec | (| ba AO) / _ 聞C) ブ 成長できる | X 時間がかかる Dl BRIG X お金がかかる oe N12) had [A 人とのっながり / X 体カを使う / なぜるう5思う ? . | 9 Ny?) 65 ae ,なし,なし,ファイル名に古い語。画像の中身は問題なし。名前だけ変える
232,大人の発音は直らないのか｜年齢の前に確認する2つのこと,https://sakura-eigo.com/%e3%80%8c%e8%8b%b1%e8%aa%9e-%e7%99%ba%e9%9f%b3-%e7%9b%b4%e3%82%89%e3%81%aa%e3%81%84-%e5%a4%a7%e4%ba%ba%e3%80%8d%e3%81%a7%e4%b8%a6%e3%81%b6l-r%e3%83%bb%e7%99%ba%e9%9f%b3%e8%a8%98%e5%8f%b7%e3%83%bb/,https://sakura-eigo.com/wp-content/uploads/2026/08/eyecatch-232.png,"や 2 か Se Ney ・ rat 1| jaw Pep, y / M で 5 / VIE こく yy / ペン | } 4 ww ) Vv ド ‘ee ° a2 < Par FO o BH AEST リ Wi g 3 M —) / é < RE ele Me Uriif. ⑳6) She きき Me A なはどめの一上 邊をほ 10, ed » /4 he Sal ye",なし,なし,ファイル名に古い語。画像の中身は問題なし。名前だけ変える
235,セブ島留学1ヶ月の比較表に、帰国後の列を6本足す,https://sakura-eigo.com/%e3%80%8c%e3%82%bb%e3%83%96%e5%b3%b6%e7%95%99%e5%ad%a6-1%e3%83%b6%e6%9c%88-%e4%bd%93%e9%a8%93%e3%80%8d%e3%81%a7%e4%b8%a6%e3%81%b6%e8%b2%bb%e7%94%a8%e3%83%bb%e3%82%b9%e3%82%b1%e3%82%b8%e3%83%a5/,https://sakura-eigo.com/wp-content/uploads/2026/08/eyecatch-235.png,"“ i wae > ae << > ンっ4 ( "" NN x. a a ) Ace ye 上 @ > 9 ——_ a~ / のや A - ee NN 0 aos ae > aq ge (2 の * 4 £aa “ls qr’ 6 のた の や rr EEFH 7 poole Za ーーーーー =} —",なし,なし,ファイル名に古い語。画像の中身は問題なし。名前だけ変える
238,ワーホリに間に合うかを調べる前に、分けておきたい2つの締切,https://sakura-eigo.com/%e3%80%8c%e3%83%af%e3%83%bc%e3%83%9b%e3%83%aa-30%e6%ad%b3-%e9%96%93%e3%81%ab%e5%90%88%e3%81%86%e3%81%8b%e3%80%8d%e3%81%a7%e4%b8%a6%e3%81%b6%e3%82%ae%e3%83%aa%e3%83%9b%e3%83%aa%e3%83%bb%e5%9b%bd/,https://sakura-eigo.com/wp-content/uploads/2026/08/eyecatch-238.png,i a se ws 2 Re < * Bia の {の/ o> 4 A N a” die 9 QQ eS NY や い 3 \ @ > し See っaa W ーー Bee] ily “ye 9 ee,なし,QQ,**差し替え候補。** 画像内の文字を本文と揃える
241,「正しい順番」を15分×4回やっても、反応が返らない一人では化石化する,https://sakura-eigo.com/second-language-acquisition-theory-gap/,https://sakura-eigo.com/wp-content/uploads/2026/08/second-language-acquisition-theory-gap.png,@ で 、 @ te IE /グ N ニー @Q a | NN G Fe | N pe Yi ff aX (ed) hep jf ——> O—-O-0-O0 \e (Om # [+1 r 9 ト wy,なし,なし,
272,フィリピン留学の費用を社会人が計算する方法｜表に載らない2つの箱,https://sakura-eigo.com/philippines-study-abroad-adult-costs/,https://sakura-eigo.com/wp-content/uploads/2026/08/philippines-study-abroad-adult-costs.png,"る あみ っ porte % wes 5, fe 2 ry. a AY を // f ie a な y に ョニュ ns —s たーー Te@® ~ @ @* oe ad 1 @ + \ oe = 2 [a | le iM PSE 〇 \ Sweet a) |? | es % 4 & @ / | 4 | 〇 —",なし,なし,
273,25分のレッスンで私が話した英語は数十秒、続かない理由はそこにあった,https://sakura-eigo.com/online-english-conversation-speaking-time/,https://sakura-eigo.com/wp-content/uploads/2026/08/Generated-image-1-13.png,=— し。 We SS ら N ae » a ai Ay Na 2 gt の JM ONLINE ENGL su LESSON (: が W SG ( A 25 00 き A \ A レー eS / NN,なし,なし,
277,国内留学・英語合宿を申し込む前に｜帰宅後30日の枠を先に決める,https://sakura-eigo.com/domestic-immersion-english-continuous-learning/,https://sakura-eigo.com/wp-content/uploads/2026/08/domestic-immersion-english-continuous-learning.png,の 4 / 1 La M UX i めい / ジン A i NN i) Les NN Ox “i WA W i @ 1W | Ca} Oe のグマ Ap = ha a a A @ O18 —— _ SS a_i a ーー 人,なし,なし,
278,英語コーチングに払う前に確認する3つのこと｜卒業後に何が残るか,https://sakura-eigo.com/english-coaching-after-graduation/,https://sakura-eigo.com/wp-content/uploads/2026/08/english-coaching-after-graduation.png,= s に i < vty oe Se Fie cs) Ese Z 4k に3 eet! NU と mt M giporoe teh 3 の 衝動できている 4 ューング 3 ンー > ©¢ SJ,なし,なし,
281,帰国後の半年で消える英語を、「効果なし」と呼ぶ前に確認したい3つの数字,https://sakura-eigo.com/philippines-english-study-after-return/,https://sakura-eigo.com/wp-content/uploads/2026/08/Generated-image-1-14.png,I AUS こさ N 9 = hot! ai \ NN Ms: Eh 5。 ry のno Nay mS Ml eV y J い Je a とごとも/ ティ — af 帰国後6ヶ月 —_ = —— a 毎Bふれる ee —> get REO? 時間 思 楽しむこと ををもれない ss ーー トー = ても る x pre? wb.,期間:6ヶ月,なし,**差し替え候補。** 画像内の文字を本文と揃える
282,TOEIC400点台でワーホリに行く前に、点数の外側で確認する3つのこと,https://sakura-eigo.com/working-holiday-english-anxiety/,https://sakura-eigo.com/wp-content/uploads/2026/08/Generated-image-1-15.png,ie ' とる = 人 ” ei WE 4 4 4| (= ae * ia ve ( po! k KA Ni / 4 KA ay ‘ y | LF; 4 d が gs a ) 4 i Bek a 7s TOEIC Ui lotening & Reading TOEIC Listeni = <i. = ope connie SArwtcATe iauscone ccerricare Oni tea:,TOEICスコア:TOEIC,なし,**差し替え候補。** 画像内の文字を本文と揃える
283,セブ島留学に初心者で行く前に｜事前学習が続かないときに見るところ,https://sakura-eigo.com/cebu-beginner-mistakes-design/,https://sakura-eigo.com/wp-content/uploads/2026/08/Generated-image-1-16.png,"ating 0 9 2 人 oS N gn 2 >> SS One s+ W at a time A\ ーー a 2 za シン ge 5% に ooter ent xh ae o endear” する ts Zi cherish ” AS ーー = EE コー の ーー Keep = 4 Be at see? pe ey dor} makes very prea"" ey",なし,なし,
286,英語のやり直しは「反応が返るか」で3問だけ判定して決める,https://sakura-eigo.com/english-restart-at-30-speaking/,https://sakura-eigo.com/wp-content/uploads/2026/08/Generated-image-1-18.png,"本 Ja at / % い Me NN ここ 2 AN 選 Qs Nw (A) =, use NN we aN ん A A om ‘a. 2 \ 7. \ Vocabulary : も ンー “Wie 7g iG ee Keep wv A 9 か MM 2,",なし,なし,
287,英会話を毎日受ける意味は、出席ではなく回収の数で決まる,https://sakura-eigo.com/english-conversation-daily-effectiveness/,https://sakura-eigo.com/wp-content/uploads/2026/08/english-conversation-daily-effectiveness.png,"Aa & ps wer (e きい の Ns & Sp *% cy, we を。。 em Le よさ ドN (Oe note a “3 \\ Pd days WW aed ee =<, VE: to. “oe ee し \ | WW NN & いき \\\ ノ ! だ ョク ae SS ンーニーー- EE デー = に ie ae a ai re Sy NN ej 2",なし,なし,
288,スパトレの評判より先に｜予習不要のサービスを選ぶ前に確認したい3つのこと,https://sakura-eigo.com/spatalk-review-working-adults-habits/,https://sakura-eigo.com/wp-content/uploads/2026/08/Generated-image-1-17.png,の % a One day or one 間 ツ ws W NN N ュー LA fe 2 人 “| W NN oe 10 長文 W W % ed FRI iJ 1 Ze _ eet sAT 12 Noと ow’ oy SUN PR (りーディ i): 13 7 ee ーーー = の Na ここの Se cory Qs iS ott 330. OF x aR Gy \め Gx ay long YF,なし,なし,
289,30代の海外移住が遅いかは、年齢ではなく締切の有無で決まる,https://sakura-eigo.com/overseas-move-30s-not-late/,https://sakura-eigo.com/wp-content/uploads/2026/08/Generated-image-1-19.png,a Pe SAS の 3) ZN os RG 3 aed SA 2 VY es aS i ig} i Dice 72 AR NN 2 ) W S の2のっ2 5 a cS Ja ® が ey Hct 4の Fu 38 ys we ee gi に 】 ¥ SN xO ピラ ES Rp & 28 人 ご の さこ Go eg bp g にコ ae & @ @ゅ N ド1 ios NN ち a ans ,旧年齢:28,なし,**差し替え候補。** 画像内の文字を本文と揃える
292,英語の独学が3日で止まる人が、教材を買う前に確認する3つのこと,https://sakura-eigo.com/english-self-study-procrastination-30s/,https://sakura-eigo.com/wp-content/uploads/2026/08/Generated-image-1-20.png,"と 9 sept > a i, Bao” by i Ati vA 成ま (で W N、 / ン4 2を,』 Ss Aprif 1Z にいO Ss Sis ざ 70 oN 77 72 76 13 っ ママ WZ y に +g << 24 £0) うの <さ 26 ラァ 。 4 ※w",なし,なし,
294,留学の比較が終わらないときに、決め方のほうを先に決める手順,https://sakura-eigo.com/study-abroad-decision-deadline/,https://sakura-eigo.com/wp-content/uploads/2026/08/study-abroad-decision-deadline.png,プン ア を > C alendar Summer decide 5. MoN TUE WED THU FRI SAT 4 5 2 Mw where to ge 20x 4] 10 tl 12 13 14 2.92 8 El what to do 14 20 21 15 16 it 18 2023 (a); who 9 with 24 25 26 27 28 ウフ 23 2年 a how to m,旧年齢:28 / 旧年齢:27 / 期間:2年,なし,**差し替え候補。** 画像内の文字を本文と揃える
297,オンライン英会話が続かない人は、4つの脱落地点のどこで止まるか,https://sakura-eigo.com/dmm-eikaiwa-beginner-consistency-check/,https://sakura-eigo.com/wp-content/uploads/2026/08/dmm-eikaiwa-beginner-consistency-check.png,"e w NN | hy fe “8: itll 7 Re. Y 2 <7 & By AS v v に2 ) Mr 1 se v\ 2% aa SS VN Eas a oe と Nera iN a Mor SSS ses Sw きこ aS ee Var にーー “a = ae oo i, やっ X もうぅ遅い き ンー って",なし,なし,
301,無料の留学エージェントに勧められたとき、その場で使う言い回し集,https://sakura-eigo.com/free-study-abroad-agent-bias/,https://sakura-eigo.com/wp-content/uploads/2026/08/free-study-abroad-agent-bias.png,"eS ce 2 < *。 =ク 9 了W N ーー Es a Lis ーーー Ss に< referral fee Gare ve 。 でんな形が 2p 紹介 した人にも N いちばんいい? a 紹介 された人にも と 。 金額? BR aah ae. うれしい ぇれとも両方? WIN-WIN Zi 〇 ® こい G 4h"" ar e みんな が者 got © & BiReosN? ボ ルールに ",なし,なし,
304,TOEIC 600点で止まっているとき、勉強法を変える前に確認する4つのこと,https://sakura-eigo.com/toeic-600-plateau-breakthrough-study/,https://sakura-eigo.com/wp-content/uploads/2026/08/Generated-image-1-5.png,"Ja : NN に < の) 上 < に wed Lid I al os hy / 2) ンク 4 es / か ( / で* に 1 Ss y © \ 2 3り 今Bか5 あく we て 。んと上る・ 必 a にーー “0 この っ 2ペン seman? S = 伸びる* <の SS ー… と Sait ae -ユニッーー y OEIC Listen"" on ッッ OG rricial Sco!",TOEICスコア:TOEIC,なし,**差し替え候補。** 画像内の文字を本文と揃える
