url,clicks,impressions,ctr,position
https://sakura-eigo.com/ai-era-english-how-far/,0,5,0,8.8
https://sakura-eigo.com/articles/,0,5,0,2.6
https://sakura-eigo.com/callan-method-three-things-check/,0,1,0,7
https://sakura-eigo.com/canada-working-holiday-cost/,0,2,0,50.5
https://sakura-eigo.com/category/%E6%B5%B7%E5%A4%96%E7%95%99%E5%AD%A6%E3%83%BB%E3%83%AF%E3%83%BC%E3%83%9B%E3%83%AA/,0,1,0,6
https://sakura-eigo.com/category/ai-english/,0,1,0,8
https://sakura-eigo.com/category/ryugaku-agent-cost/,0,5,0,84.6
https://sakura-eigo.com/category/toeic-score/,0,1,0,3
https://sakura-eigo.com/cebu-1month-review/,0,5,0,9.4
https://sakura-eigo.com/cheap-english-learning-apps-free/,0,9,0,8.3
https://sakura-eigo.com/core-image-english-words/#toc1,0,1,0,11
https://sakura-eigo.com/core-image-english-words/#toc11,0,5,0,9
https://sakura-eigo.com/core-image-english-words/#toc15,0,4,0,8.5
https://sakura-eigo.com/core-image-english-words/#toc17,0,1,0,11
https://sakura-eigo.com/core-image-english-words/#toc18,0,9,0,9.1
https://sakura-eigo.com/core-image-english-words/#toc2,0,9,0,9.1
https://sakura-eigo.com/core-image-english-words/#toc6,0,4,0,8.5
https://sakura-eigo.com/core-image-english-words/#toc7,0,5,0,9
https://sakura-eigo.com/core-image-english-words/#toc8,0,5,0,9
https://sakura-eigo.com/dmm-eikaiwa-beginner-consistency-check/,0,2,0,39
https://sakura-eigo.com/domestic-immersion-english-continuous-learning/,0,5,0,6.4
https://sakura-eigo.com/eiken-adult-second-exam-schedule/,0,23,0,12.0
https://sakura-eigo.com/english-coaching-after-graduation/,0,2,0,10.5
https://sakura-eigo.com/english-meeting-transcription-checklist/,0,5,0,22.8
https://sakura-eigo.com/english-motivation/,0,1,0,2
https://sakura-eigo.com/free-study-abroad-agent-bias/,0,1,0,14
https://sakura-eigo.com/get-core-image/,0,1,0,1
https://sakura-eigo.com/get-over-core-image/,0,38,0,16.8
https://sakura-eigo.com/go-core-image/,0,32,0,8.6
https://sakura-eigo.com/hatsuon-counseling-shitsumon-10/,0,1,0,8
https://sakura-eigo.com/hatsuon-review-price/,0,21,0,12.7
https://sakura-eigo.com/hold-core-image/,0,42,0,9.2
https://sakura-eigo.com/hot-core-image/,0,66,0,7.7
https://sakura-eigo.com/kaisha-eigo-hitsuyo/,0,2,0,7.5
https://sakura-eigo.com/kids-english-when-to-start/,0,1,0,12
https://sakura-eigo.com/kyoshitsu-vs-online/,0,1,0,17
https://sakura-eigo.com/kyozai-owaranai/,0,3,0,8.7
https://sakura-eigo.com/online-eikaiwa-choose-by-where-you-stop/,0,1,0,4
https://sakura-eigo.com/online-english-lessons-90-days-success/,0,1,0,9
https://sakura-eigo.com/philippines-study-abroad-adult/,0,5,0,73.8
https://sakura-eigo.com/philippines-study-abroad-consultation/,0,2,0,68.5
https://sakura-eigo.com/privacy-policy/,0,2,0,1.5
https://sakura-eigo.com/pronunciation-school-comparison/,0,4,0,9
https://sakura-eigo.com/put-on-core-image/,0,35,0,11.2
https://sakura-eigo.com/run-core-image/,0,3,0,7
https://sakura-eigo.com/ryugaku-english-score-toefl-ielts/,0,2,0,2
https://sakura-eigo.com/ryugaku-soudan-shitsumon-10/,0,1,0,4
https://sakura-eigo.com/second-language-acquisition-theory-gap/,0,3,0,6
https://sakura-eigo.com/spatalk-review-working-adults-habits/,0,1,0,2
https://sakura-eigo.com/study-abroad-budget-decision-criteria/,0,3,0,76.3
https://sakura-eigo.com/study-abroad-insurance-1year-cost/,0,6,0,5
https://sakura-eigo.com/take-core-image/,0,31,0,11.9
https://sakura-eigo.com/take-off-core-image/,0,66,0,12.7
https://sakura-eigo.com/toeic-600-plateau-breakthrough-study/,0,10,0,10.2
https://sakura-eigo.com/toeic-listening-325-to-improvement/,0,16,0,21.3
https://sakura-eigo.com/working-holiday-age-30/,0,2,0,61
https://sakura-eigo.com/working-holiday-age-limit-strategy/,0,53,0,49.7
https://sakura-eigo.com/working-holiday-english-anxiety/,0,2,0,7.5
https://sakura-eigo.com/working-holiday-english-level-needed/,0,1,0,5
https://sakura-eigo.com/working-holiday-savings-amount/,0,2,0,6.5
