post_id,media_id,uploaded,url,group,replaced,local,title
138,144,2026-06-23,https://sakura-eigo.com/wp-content/uploads/2026/06/84AB9726-A105-48FF-B776-4B5818008CFC.png,旧テイスト,no,affiliate-research-engine/playbook/workspace/seo/eyecatch/138.jpg,英語コーチングの費用は、総額ではなく残った月数で割って見る
149,566,2026-08-07,https://sakura-eigo.com/wp-content/uploads/2026/08/eyecatch-149.png,新テイスト,yes,affiliate-research-engine/playbook/workspace/seo/eyecatch/149.jpg,カナダ ワーホリの費用は3つの箱で出す｜まとめ記事に載らない項目
150,565,2026-08-07,https://sakura-eigo.com/wp-content/uploads/2026/08/eyecatch-150.png,新テイスト,yes,affiliate-research-engine/playbook/workspace/seo/eyecatch/150.jpg,英語の勉強が続かないなら、空いた日から戻る手順を先に決める
151,567,2026-08-07,https://sakura-eigo.com/wp-content/uploads/2026/08/eyecatch-151.png,新テイスト,no,affiliate-research-engine/playbook/workspace/seo/eyecatch/151.jpg,「英語コーチングは意味ない」を、自分の条件へ翻訳する4つの問い
207,564,2026-08-07,https://sakura-eigo.com/wp-content/uploads/2026/08/eyecatch-207.png,新テイスト,no,affiliate-research-engine/playbook/workspace/seo/eyecatch/207.jpg,留学の不安は、調べて消える・試して縮む・残るの3つに分ける
232,563,2026-08-07,https://sakura-eigo.com/wp-content/uploads/2026/08/eyecatch-232.png,新テイスト,no,affiliate-research-engine/playbook/workspace/seo/eyecatch/232.jpg,大人の発音は直らないのか｜年齢の前に確認する2つのこと
235,562,2026-08-07,https://sakura-eigo.com/wp-content/uploads/2026/08/eyecatch-235.png,新テイスト,yes,affiliate-research-engine/playbook/workspace/seo/eyecatch/235.jpg,セブ島留学1ヶ月の比較表に、帰国後の列を6本足す
238,561,2026-08-07,https://sakura-eigo.com/wp-content/uploads/2026/08/eyecatch-238.png,新テイスト,no,affiliate-research-engine/playbook/workspace/seo/eyecatch/238.jpg,ワーホリに間に合うかを調べる前に、分けておきたい2つの締切
241,560,2026-08-07,https://sakura-eigo.com/wp-content/uploads/2026/08/second-language-acquisition-theory-gap.png,新テイスト,no,affiliate-research-engine/playbook/workspace/seo/eyecatch/241.jpg,独学をやめずに、反応が返る2つの工程だけを外に出す
272,559,2026-08-07,https://sakura-eigo.com/wp-content/uploads/2026/08/philippines-study-abroad-adult-costs.png,新テイスト,no,affiliate-research-engine/playbook/workspace/seo/eyecatch/272.jpg,フィリピン留学の費用を社会人が計算する方法｜表に載らない2つの箱
273,464,2026-08-03,https://sakura-eigo.com/wp-content/uploads/2026/08/Generated-image-1-13.png,旧テイスト,no,affiliate-research-engine/playbook/workspace/seo/eyecatch/273.jpg,オンライン英会話で自分が話した秒数を、録音して測る
277,558,2026-08-07,https://sakura-eigo.com/wp-content/uploads/2026/08/domestic-immersion-english-continuous-learning.png,新テイスト,no,affiliate-research-engine/playbook/workspace/seo/eyecatch/277.jpg,国内留学・英語合宿を申し込む前に｜帰宅後30日の枠を先に決める
278,557,2026-08-07,https://sakura-eigo.com/wp-content/uploads/2026/08/english-coaching-after-graduation.png,新テイスト,no,affiliate-research-engine/playbook/workspace/seo/eyecatch/278.jpg,英語コーチングに払う前に確認する3つのこと｜卒業後に何が残るか
281,466,2026-08-03,https://sakura-eigo.com/wp-content/uploads/2026/08/Generated-image-1-14.png,旧テイスト,yes,affiliate-research-engine/playbook/workspace/seo/eyecatch/281.jpg,留学の効果が帰国後に消えるのは、落ちやすい能力が決まっているから
282,467,2026-08-03,https://sakura-eigo.com/wp-content/uploads/2026/08/Generated-image-1-15.png,旧テイスト,yes,affiliate-research-engine/playbook/workspace/seo/eyecatch/282.jpg,TOEIC400点台でワーホリに行く前に、点数の外側で確認する3つのこと
283,468,2026-08-03,https://sakura-eigo.com/wp-content/uploads/2026/08/Generated-image-1-16.png,旧テイスト,yes,affiliate-research-engine/playbook/workspace/seo/eyecatch/283.jpg,セブ島留学に初心者で行く前に｜事前学習が続かないときに見るところ
286,470,2026-08-03,https://sakura-eigo.com/wp-content/uploads/2026/08/Generated-image-1-18.png,旧テイスト,no,affiliate-research-engine/playbook/workspace/seo/eyecatch/286.jpg,英語のやり直しは「反応が返るか」で3問だけ判定して決める
287,556,2026-08-07,https://sakura-eigo.com/wp-content/uploads/2026/08/english-conversation-daily-effectiveness.png,新テイスト,no,affiliate-research-engine/playbook/workspace/seo/eyecatch/287.jpg,英会話を毎日受ける意味は、出席ではなく回収の数で決まる
288,469,2026-08-03,https://sakura-eigo.com/wp-content/uploads/2026/08/Generated-image-1-17.png,旧テイスト,no,affiliate-research-engine/playbook/workspace/seo/eyecatch/288.jpg,スパトレの評判より先に｜予習不要のサービスを選ぶ前に確認したい3つのこと
289,471,2026-08-03,https://sakura-eigo.com/wp-content/uploads/2026/08/Generated-image-1-19.png,旧テイスト,no,affiliate-research-engine/playbook/workspace/seo/eyecatch/289.jpg,30代の海外移住が遅いかは、年齢ではなく締切の有無で決まる
292,472,2026-08-03,https://sakura-eigo.com/wp-content/uploads/2026/08/Generated-image-1-20.png,旧テイスト,yes,affiliate-research-engine/playbook/workspace/seo/eyecatch/292.jpg,英語の独学が3日で止まる人が、教材を買う前に確認する3つのこと
294,555,2026-08-07,https://sakura-eigo.com/wp-content/uploads/2026/08/study-abroad-decision-deadline.png,新テイスト,yes,affiliate-research-engine/playbook/workspace/seo/eyecatch/294.jpg,留学の比較が終わらないときに、決め方のほうを先に決める手順
297,554,2026-08-07,https://sakura-eigo.com/wp-content/uploads/2026/08/dmm-eikaiwa-beginner-consistency-check.png,新テイスト,no,affiliate-research-engine/playbook/workspace/seo/eyecatch/297.jpg,オンライン英会話が続かない人は、4つの脱落地点のどこで止まるか
301,553,2026-08-07,https://sakura-eigo.com/wp-content/uploads/2026/08/free-study-abroad-agent-bias.png,新テイスト,yes,affiliate-research-engine/playbook/workspace/seo/eyecatch/301.jpg,無料の留学エージェントに勧められたとき、その場で使う言い回し集
304,308,2026-08-01,https://sakura-eigo.com/wp-content/uploads/2026/08/Generated-image-1-5.png,旧テイスト,yes,affiliate-research-engine/playbook/workspace/seo/eyecatch/304.jpg,TOEIC 600点で止まっているとき、勉強法を変える前に確認する4つのこと
305,306,2026-08-01,https://sakura-eigo.com/wp-content/uploads/2026/08/Generated-image-1-4.png,旧テイスト,no,affiliate-research-engine/playbook/workspace/seo/eyecatch/305.jpg,ワーホリに要る英語は、点数ではなく渡航初日の5場面で測る
310,311,2026-08-02,https://sakura-eigo.com/wp-content/uploads/2026/08/Generated-image-1-7.png,旧テイスト,yes,affiliate-research-engine/playbook/workspace/seo/eyecatch/310.jpg,無料・低価格の英語アプリで足りる人と、足りない人の分かれ目
315,473,2026-08-03,https://sakura-eigo.com/wp-content/uploads/2026/08/Generated-image-1-21.png,旧テイスト,no,affiliate-research-engine/playbook/workspace/seo/eyecatch/315.jpg,セブ島留学の学校を選ぶ4つの確認項目｜コマ数より復習の余白
521,523,2026-08-05,https://sakura-eigo.com/wp-content/uploads/2026/08/Generated-image-1-24.png,旧テイスト,yes,affiliate-research-engine/playbook/workspace/seo/eyecatch/521.jpg,TOEICリスニングが止まっているとき、聞き流しを続ける前に確認する3つのこと
526,527,2026-08-05,https://sakura-eigo.com/wp-content/uploads/2026/08/Generated-image-1-31.png,旧テイスト,yes,affiliate-research-engine/playbook/workspace/seo/eyecatch/526.jpg,「現地が一番早い」を費用と時間で確かめる｜1時間あたりで並べる
546,552,2026-08-07,https://sakura-eigo.com/wp-content/uploads/2026/08/online-english-lessons-90-days-success.png,新テイスト,yes,affiliate-research-engine/playbook/workspace/seo/eyecatch/546.jpg,オンライン英会話が続かないのは、話し始めるまでの手数が多いから
647,990,2026-08-09,https://sakura-eigo.com/wp-content/uploads/2026/08/eyecatch-647-20260809.png,新テイスト,no,,カランメソッドを試す前に確認したい3つのこと｜即答できるかで決まる
993,992,2026-08-09,https://sakura-eigo.com/wp-content/uploads/2026/08/eyecatch-chatgpt-english-learning-steps.png,新テイスト,no,,ChatGPTで英語学習を始める手順｜社会人が最初に試す3つの使い方
117,,2026-08-09,,文字カード型,-,affiliate-research-engine/playbook/workspace/seo/eyecatch_new/117.png,（差し替えで作った文字カード）
137,,2026-08-09,,文字カード型,-,affiliate-research-engine/playbook/workspace/seo/eyecatch_new/137.png,（差し替えで作った文字カード）
149,,2026-08-09,,文字カード型,-,affiliate-research-engine/playbook/workspace/seo/eyecatch_new/149.png,（差し替えで作った文字カード）
150,,2026-08-09,,文字カード型,-,affiliate-research-engine/playbook/workspace/seo/eyecatch_new/150.png,（差し替えで作った文字カード）
23,,2026-08-09,,文字カード型,-,affiliate-research-engine/playbook/workspace/seo/eyecatch_new/23.png,（差し替えで作った文字カード）
235,,2026-08-09,,文字カード型,-,affiliate-research-engine/playbook/workspace/seo/eyecatch_new/235.png,（差し替えで作った文字カード）
28,,2026-08-09,,文字カード型,-,affiliate-research-engine/playbook/workspace/seo/eyecatch_new/28.png,（差し替えで作った文字カード）
281,,2026-08-09,,文字カード型,-,affiliate-research-engine/playbook/workspace/seo/eyecatch_new/281.png,（差し替えで作った文字カード）
282,,2026-08-09,,文字カード型,-,affiliate-research-engine/playbook/workspace/seo/eyecatch_new/282.png,（差し替えで作った文字カード）
283,,2026-08-09,,文字カード型,-,affiliate-research-engine/playbook/workspace/seo/eyecatch_new/283.png,（差し替えで作った文字カード）
292,,2026-08-09,,文字カード型,-,affiliate-research-engine/playbook/workspace/seo/eyecatch_new/292.png,（差し替えで作った文字カード）
294,,2026-08-09,,文字カード型,-,affiliate-research-engine/playbook/workspace/seo/eyecatch_new/294.png,（差し替えで作った文字カード）
301,,2026-08-09,,文字カード型,-,affiliate-research-engine/playbook/workspace/seo/eyecatch_new/301.png,（差し替えで作った文字カード）
304,,2026-08-09,,文字カード型,-,affiliate-research-engine/playbook/workspace/seo/eyecatch_new/304.png,（差し替えで作った文字カード）
310,,2026-08-09,,文字カード型,-,affiliate-research-engine/playbook/workspace/seo/eyecatch_new/310.png,（差し替えで作った文字カード）
32,,2026-08-09,,文字カード型,-,affiliate-research-engine/playbook/workspace/seo/eyecatch_new/32.png,（差し替えで作った文字カード）
33,,2026-08-09,,文字カード型,-,affiliate-research-engine/playbook/workspace/seo/eyecatch_new/33.png,（差し替えで作った文字カード）
521,,2026-08-09,,文字カード型,-,affiliate-research-engine/playbook/workspace/seo/eyecatch_new/521.png,（差し替えで作った文字カード）
526,,2026-08-09,,文字カード型,-,affiliate-research-engine/playbook/workspace/seo/eyecatch_new/526.png,（差し替えで作った文字カード）
546,,2026-08-09,,文字カード型,-,affiliate-research-engine/playbook/workspace/seo/eyecatch_new/546.png,（差し替えで作った文字カード）
647,,2026-08-09,,文字カード型,-,affiliate-research-engine/playbook/workspace/seo/eyecatch_new/647.png,（差し替えで作った文字カード）
ai1,,2026-08-09,,文字カード型,-,affiliate-research-engine/playbook/workspace/seo/eyecatch_new/ai1.png,（差し替えで作った文字カード）
ai2,,2026-08-09,,文字カード型,-,affiliate-research-engine/playbook/workspace/seo/eyecatch_new/ai2.png,（差し替えで作った文字カード）
ai3,,2026-08-09,,文字カード型,-,affiliate-research-engine/playbook/workspace/seo/eyecatch_new/ai3.png,（差し替えで作った文字カード）
ai4,,2026-08-09,,文字カード型,-,affiliate-research-engine/playbook/workspace/seo/eyecatch_new/ai4.png,（差し替えで作った文字カード）
ai5,,2026-08-09,,文字カード型,-,affiliate-research-engine/playbook/workspace/seo/eyecatch_new/ai5.png,（差し替えで作った文字カード）
ai6,,2026-08-09,,文字カード型,-,affiliate-research-engine/playbook/workspace/seo/eyecatch_new/ai6.png,（差し替えで作った文字カード）
