kind,value,unit,services,has_basedate,post_id,title,url,sentence,needs,confirmation
個人_支出,40万,万,,,235,帰国後も動き続ける仕組みを、セブ1ヶ月で作れるか、27歳の私が記事に見つけられな,https://sakura-eigo.com/%e3%80%8c%e3%82%bb%e3%83%96%e5%b3%b6%e7%95%99%e5%ad%a6-1%e3%83%b6%e6%9c%88-%e4%bd%93%e9%a8%93%e3%80%8d%e3%81%a7%e4%b8%a6%e3%81%b6%e8%b2%bb%e7%94%a8%e3%83%bb%e3%82%b9%e3%82%b1%e3%82%b8%e3%83%a5/,40万を払う前に、無料で自分の継続力を測れる。,クレジットカード・銀行の明細,
個人_支出,40万,万,,,235,帰国後も動き続ける仕組みを、セブ1ヶ月で作れるか、27歳の私が記事に見つけられな,https://sakura-eigo.com/%e3%80%8c%e3%82%bb%e3%83%96%e5%b3%b6%e7%95%99%e5%ad%a6-1%e3%83%b6%e6%9c%88-%e4%bd%93%e9%a8%93%e3%80%8d%e3%81%a7%e4%b8%a6%e3%81%b6%e8%b2%bb%e7%94%a8%e3%83%bb%e3%82%b9%e3%82%b1%e3%82%b8%e3%83%a5/,もし25分すら回らないなら、40万を払っても同じで、まず日本で25分を回せる自分を作るのが先になる。,クレジットカード・銀行の明細,
個人_支出,47万,万,,,272,30万の留学費より、帰国後に失活する30万が重い理由,https://sakura-eigo.com/philippines-study-abroad-adult-costs/,半年後には、留学前とほとんど変わらない自分が、47万を払った記憶と数枚の写真とともに残る。,クレジットカード・銀行の明細,
個人_支出,4万,万,,,272,30万の留学費より、帰国後に失活する30万が重い理由,https://sakura-eigo.com/philippines-study-abroad-adult-costs/,4万を削るために睡眠を削って、授業の吸収率が9割から7割に落ちたら、私は32万の授業料の効率を2割落として4万を浮かせたことになる。,クレジットカード・銀行の明細,
個人_支出,50万,万,,,278,卒業後も口が動くのか。月10〜20万の投資を私は5年先まで信じられない,https://sakura-eigo.com/english-coaching-after-graduation/,50万を払う前に、私は「口を動かす場所」が卒業後も残るかを見た,クレジットカード・銀行の明細,
個人_支出,50万,万,,,278,卒業後も口が動くのか。月10〜20万の投資を私は5年先まで信じられない,https://sakura-eigo.com/english-coaching-after-graduation/,数ヶ月コーチングに50万を払って卒業後に消える不安を抱えるより、その予算を実際に英語を使う環境に置くほうが、私のゴールには近いんじゃないか。,クレジットカード・銀行の明細,
個人_支出,50万,万,,,278,卒業後も口が動くのか。月10〜20万の投資を私は5年先まで信じられない,https://sakura-eigo.com/english-coaching-after-graduation/,50万を払うかどうかの判断材料が、自分の手元でひとつ増える。,クレジットカード・銀行の明細,
個人_支出,70万,万,,,305,TOEIC600点より先に、初日の薬局で症状を伝えられるか確かめる,https://sakura-eigo.com/working-holiday-english-level-needed/,5年間ずっと英語を後回しにしてきて、勧められると断れずに流されて、気づけば27歳になっている自分が、70万を払った先で本当に口を動かすようになるのか、それだけだった。,クレジットカード・銀行の明細,
個人_支出,70万,万,,,305,TOEIC600点より先に、初日の薬局で症状を伝えられるか確かめる,https://sakura-eigo.com/working-holiday-english-level-needed/,薬局で固まる自分を、70万払って現地で発見するのは遅すぎる。,クレジットカード・銀行の明細,
個人_支出,0円,円,,,283,単語帳を3ページで閉じた私が、「事前学習しろ」で失敗する本当の理由,https://sakura-eigo.com/cebu-beginner-mistakes-design/,5年後回しにして27歳になった私が、30歳までに間に合うかどうかは、今夜0円の1枠を予約するかどうかにかかっている。,クレジットカード・銀行の明細,
個人_支出,"1,000円",円,,,310,月900円を3ヶ月払って何も残らなかった私が、本当に怖れていたこと,https://sakura-eigo.com/cheap-english-learning-apps-free/,"この1年、私は月900円の発音アプリと月1,000円の単語アプリを行ったり来たりして、合計で2万円以上を払っていた。",クレジットカード・銀行の明細,
個人_支出,"1,900円",円,,,310,月900円を3ヶ月払って何も残らなかった私が、本当に怖れていたこと,https://sakura-eigo.com/cheap-english-learning-apps-free/,"単語アプリと発音アプリ、月1,900円分を毎日使っていたのに、560点を取った時点で私が「相手に向かって英語を喋った」回数はまだ0だった。",クレジットカード・銀行の明細,
個人_支出,10万円,円,,,232,「大人だから直らない」という600の音より重い、1つの疑い,https://sakura-eigo.com/%e3%80%8c%e8%8b%b1%e8%aa%9e-%e7%99%ba%e9%9f%b3-%e7%9b%b4%e3%82%89%e3%81%aa%e3%81%84-%e5%a4%a7%e4%ba%ba%e3%80%8d%e3%81%a7%e4%b8%a6%e3%81%b6l-r%e3%83%bb%e7%99%ba%e9%9f%b3%e8%a8%98%e5%8f%b7%e3%83%bb/,順番を逆にして、いきなり数10万円を払っていたら、私はまた「向いてなかった」で終わっていた。,クレジットカード・銀行の明細,
個人_支出,"11,000円",円,,,288,星5つより「金曜の夜に予習できるか」、続かない人ほど予習必須が効く理由,https://sakura-eigo.com/spatalk-review-working-adults-habits/,"これまで私が英語に使ったお金を思い出せる範囲で書き出すと、単語帳2冊で3,400円、TOEICの参考書3冊で6,000円ほど、有料アプリの年間課金が11,000円。",クレジットカード・銀行の明細,
個人_支出,15万円,円,,,137,卒業当日の155点は、コーチが消えた4ヶ月目には残らない。15万円を払う前に見る,https://sakura-eigo.com/%e3%80%8c%e8%8b%b1%e8%aa%9e%e3%82%b3%e3%83%bc%e3%83%81%e3%83%b3%e3%82%b0-3%e3%83%b6%e6%9c%88-%e5%8a%b9%e6%9e%9c-%e4%bd%93%e9%a8%93%e8%ab%87%e3%80%8d%e3%81%ab%e4%b8%a6%e3%81%b6toeic155%e7%82%b9/,15万円を払って、返さなきゃいけないスコアを借りる取引を、私はしたくない。,クレジットカード・銀行の明細,
個人_支出,1円,円,,,149,150万の見積もりに入っていない、渡航後に仕事が決まるまでの何ヶ月,https://sakura-eigo.com/%e3%80%8c%e3%82%ab%e3%83%8a%e3%83%80-%e3%83%af%e3%83%bc%e3%83%9b%e3%83%aa-%e8%b2%bb%e7%94%a8-2024%e3%80%8d%e3%81%a7%e4%b8%a6%e3%81%b6150%e4%b8%87%e3%83%bb250%e4%b8%87%e3%81%ae%e8%a6%8b%e7%a9%8d/,ビザ代も航空券も保険も残高証明も語学学校の授業料も、私が日本の空港でゲートをくぐる、その瞬間までに1円単位まで確定する。,クレジットカード・銀行の明細,
個人_支出,1円,円,,,18,留学エージェントのおすすめを18社比較し続ける限り、あなたは一生出発しない,https://sakura-eigo.com/%e7%95%99%e5%ad%a6%e3%82%a8%e3%83%bc%e3%82%b8%e3%82%a7%e3%83%b3%e3%83%88%e3%81%ae%e3%81%8a%e3%81%99%e3%81%99%e3%82%81%e3%82%9218%e7%a4%be%e6%af%94%e8%bc%83%e3%81%97%e7%b6%9a%e3%81%91%e3%82%8b%e9%99%90/,でも冷静に考えれば、社員に給料を払っている会社が、私から1円も取らずにビザの相談に何時間も付き合う理由がどこにあるのか。,クレジットカード・銀行の明細,
個人_支出,"2,700円",円,,,310,月900円を3ヶ月払って何も残らなかった私が、本当に怖れていたこと,https://sakura-eigo.com/cheap-english-learning-apps-free/,"月900円を3ヶ月払って何も残らなかったとき、私が失ったのは2,700円だ。",クレジットカード・銀行の明細,
個人_支出,25万円,円,,,64,卒業後も残る締め切りが、月謝25万円より先に必要だった,https://sakura-eigo.com/%e3%80%8c%e8%8b%b1%e8%aa%9e%e3%82%b3%e3%83%bc%e3%83%81%e3%83%b3%e3%82%b0-%e6%8c%ab%e6%8a%98-%e3%81%97%e3%81%aa%e3%81%84-%e6%96%b9%e6%b3%95%e3%80%8d%e3%81%a7%e4%b8%a6%e3%81%b6%e7%9b%ae%e6%a8%99/,だから月謝25万円のコーチング資料を、私はもう1度閉じた。,クレジットカード・銀行の明細,
個人_支出,2万円,円,,,310,月900円を3ヶ月払って何も残らなかった私が、本当に怖れていたこと,https://sakura-eigo.com/cheap-english-learning-apps-free/,"この1年、私は月900円の発音アプリと月1,000円の単語アプリを行ったり来たりして、合計で2万円以上を払っていた。",クレジットカード・銀行の明細,
個人_支出,"3,400円",円,,,288,星5つより「金曜の夜に予習できるか」、続かない人ほど予習必須が効く理由,https://sakura-eigo.com/spatalk-review-working-adults-habits/,"これまで私が英語に使ったお金を思い出せる範囲で書き出すと、単語帳2冊で3,400円、TOEICの参考書3冊で6,000円ほど、有料アプリの年間課金が11,000円。",クレジットカード・銀行の明細,
個人_支出,30万円,円,,,526,現地に短期で行けば一番早い、を27歳の私が費用と時間で調べ直した,https://sakura-eigo.com/fast-verify-cost-time-travel/,同じ30万円を払うなら、あえて相部屋やホームステイを選んで、口を動かさざるを得ない環境に自分を置くほうが元は取れる。,クレジットカード・銀行の明細,
個人_支出,32万円,円,,,526,現地に短期で行けば一番早い、を27歳の私が費用と時間で調べ直した,https://sakura-eigo.com/fast-verify-cost-time-travel/,飲みの席で言われたひと言を鵜呑みにして32万円を先に払っていたら、たぶん私はまた「英語できない自分」を確かめに行くだけだった。,クレジットカード・銀行の明細,
個人_支出,4万5000円,円,,,521,TOEICリスニングが325点で止まっていた私が、聞き流しをやめて2ヶ月で動かし,https://sakura-eigo.com/toeic-listening-325-to-improvement/,通学型で4万5000円を溶かした私にとって、時間も気持ちも軽い形だから続いた。,クレジットカード・銀行の明細,
個人_支出,4万円,円,,,18,留学エージェントのおすすめを18社比較し続ける限り、あなたは一生出発しない,https://sakura-eigo.com/%e7%95%99%e5%ad%a6%e3%82%a8%e3%83%bc%e3%82%b8%e3%82%a7%e3%83%b3%e3%83%88%e3%81%ae%e3%81%8a%e3%81%99%e3%81%99%e3%82%81%e3%82%9218%e7%a4%be%e6%af%94%e8%bc%83%e3%81%97%e7%b6%9a%e3%81%91%e3%82%8b%e9%99%90/,私が失っていたのは4万円の授業料だけではなかった。,クレジットカード・銀行の明細,
個人_支出,"5,980円",円,,,288,星5つより「金曜の夜に予習できるか」、続かない人ほど予習必須が効く理由,https://sakura-eigo.com/spatalk-review-working-adults-habits/,"月5,980円を、私が過去に払ったレッスン代の隣に置いてみる",クレジットカード・銀行の明細,
個人_支出,57万円,円,,,138,3ヶ月57万の英語コーチング、卒業後に何ヶ月残るか誰も教えてくれない,https://sakura-eigo.com/%e3%80%8c%e8%8b%b1%e8%aa%9e%e3%82%b3%e3%83%bc%e3%83%81%e3%83%b3%e3%82%b0-%e6%96%99%e9%87%91-%e6%af%94%e8%bc%83-2024%e3%80%8d%e3%81%a7%e4%b8%a6%e3%81%b63%e3%83%b6%e6%9c%8857%e4%b8%87%e3%83%bb%e6%9c%881/,57万円を払っても伸びにくい人の顔を先に並べて、そこに自分がいないかを確認するほうが安全だ。,クレジットカード・銀行の明細,
個人_支出,"6,000円",円,,,288,星5つより「金曜の夜に予習できるか」、続かない人ほど予習必須が効く理由,https://sakura-eigo.com/spatalk-review-working-adults-habits/,"これまで私が英語に使ったお金を思い出せる範囲で書き出すと、単語帳2冊で3,400円、TOEICの参考書3冊で6,000円ほど、有料アプリの年間課金が11,000円。",クレジットカード・銀行の明細,
個人_支出,900円,円,,,310,月900円を3ヶ月払って何も残らなかった私が、本当に怖れていたこと,https://sakura-eigo.com/cheap-english-learning-apps-free/,"この1年、私は月900円の発音アプリと月1,000円の単語アプリを行ったり来たりして、合計で2万円以上を払っていた。",クレジットカード・銀行の明細,
個人_支出,900円,円,,,310,月900円を3ヶ月払って何も残らなかった私が、本当に怖れていたこと,https://sakura-eigo.com/cheap-english-learning-apps-free/,"月900円を3ヶ月払って何も残らなかったとき、私が失ったのは2,700円だ。",クレジットカード・銀行の明細,
個人_貯金,150万,万,,,149,150万の見積もりに入っていない、渡航後に仕事が決まるまでの何ヶ月,https://sakura-eigo.com/%e3%80%8c%e3%82%ab%e3%83%8a%e3%83%80-%e3%83%af%e3%83%bc%e3%83%9b%e3%83%aa-%e8%b2%bb%e7%94%a8-2024%e3%80%8d%e3%81%a7%e4%b8%a6%e3%81%b6150%e4%b8%87%e3%83%bb250%e4%b8%87%e3%81%ae%e8%a6%8b%e7%a9%8d/,私はこの幅を見て、じゃあ150万も貯めれば実質はもっと少なくて済むんだ、と勝手に胸をなでおろしていた。,本人の記録（記事に書く必要があるかも要検討）,
個人_貯金,150万,万,,,149,150万の見積もりに入っていない、渡航後に仕事が決まるまでの何ヶ月,https://sakura-eigo.com/%e3%80%8c%e3%82%ab%e3%83%8a%e3%83%80-%e3%83%af%e3%83%bc%e3%83%9b%e3%83%aa-%e8%b2%bb%e7%94%a8-2024%e3%80%8d%e3%81%a7%e4%b8%a6%e3%81%b6150%e4%b8%87%e3%83%bb250%e4%b8%87%e3%81%ae%e8%a6%8b%e7%a9%8d/,150万を貯めるのに、私の収入だとどれくらいかかるだろうと計算したことがある。,本人の記録（記事に書く必要があるかも要検討）,
個人_貯金,150万,万,,,149,150万の見積もりに入っていない、渡航後に仕事が決まるまでの何ヶ月,https://sakura-eigo.com/%e3%80%8c%e3%82%ab%e3%83%8a%e3%83%80-%e3%83%af%e3%83%bc%e3%83%9b%e3%83%aa-%e8%b2%bb%e7%94%a8-2024%e3%80%8d%e3%81%a7%e4%b8%a6%e3%81%b6150%e4%b8%87%e3%83%bb250%e4%b8%87%e3%81%ae%e8%a6%8b%e7%a9%8d/,手元に150万あると、焦らなくていい。,本人の記録（記事に書く必要があるかも要検討）,
個人_貯金,150万,万,,,149,150万の見積もりに入っていない、渡航後に仕事が決まるまでの何ヶ月,https://sakura-eigo.com/%e3%80%8c%e3%82%ab%e3%83%8a%e3%83%80-%e3%83%af%e3%83%bc%e3%83%9b%e3%83%aa-%e8%b2%bb%e7%94%a8-2024%e3%80%8d%e3%81%a7%e4%b8%a6%e3%81%b6150%e4%b8%87%e3%83%bb250%e4%b8%87%e3%81%ae%e8%a6%8b%e7%a9%8d/,150万を貯め始める前に、私が最初に置いた一手,本人の記録（記事に書く必要があるかも要検討）,
個人_貯金,150万,万,,,131,150万用意しても渡航日の英語力がゼロ円扱いされるから貯金が溶ける,https://sakura-eigo.com/%e3%80%8c%e3%82%aa%e3%83%bc%e3%82%b9%e3%83%88%e3%83%a9%e3%83%aa%e3%82%a2-%e3%83%af%e3%83%bc%e3%83%9b%e3%83%aa-%e8%b2%bb%e7%94%a8-%e3%83%aa%e3%82%a2%e3%83%ab%e3%80%8d%e3%81%ab%e4%b8%a6%e3%81%b6/,給料日のあと、家計簿アプリを開いて、貯金の欄に増えた数字を見て、あと68万でワーホリの目標150万に届くとつぶやく。,本人の記録（記事に書く必要があるかも要検討）,
個人_貯金,150万,万,,,131,150万用意しても渡航日の英語力がゼロ円扱いされるから貯金が溶ける,https://sakura-eigo.com/%e3%80%8c%e3%82%aa%e3%83%bc%e3%82%b9%e3%83%88%e3%83%a9%e3%83%aa%e3%82%a2-%e3%83%af%e3%83%bc%e3%83%9b%e3%83%aa-%e8%b2%bb%e7%94%a8-%e3%83%aa%e3%82%a2%e3%83%ab%e3%80%8d%e3%81%ab%e4%b8%a6%e3%81%b6/,150万を貯めれば行ける。,本人の記録（記事に書く必要があるかも要検討）,
個人_貯金,150万,万,,,131,150万用意しても渡航日の英語力がゼロ円扱いされるから貯金が溶ける,https://sakura-eigo.com/%e3%80%8c%e3%82%aa%e3%83%bc%e3%82%b9%e3%83%88%e3%83%a9%e3%83%aa%e3%82%a2-%e3%83%af%e3%83%bc%e3%83%9b%e3%83%aa-%e8%b2%bb%e7%94%a8-%e3%83%aa%e3%82%a2%e3%83%ab%e3%80%8d%e3%81%ab%e4%b8%a6%e3%81%b6/,2人とも出発前の貯金は150万前後だったと聞いている。,本人の記録（記事に書く必要があるかも要検討）,
個人_貯金,150万,万,,,131,150万用意しても渡航日の英語力がゼロ円扱いされるから貯金が溶ける,https://sakura-eigo.com/%e3%80%8c%e3%82%aa%e3%83%bc%e3%82%b9%e3%83%88%e3%83%a9%e3%83%aa%e3%82%a2-%e3%83%af%e3%83%bc%e3%83%9b%e3%83%aa-%e8%b2%bb%e7%94%a8-%e3%83%aa%e3%82%a2%e3%83%ab%e3%80%8d%e3%81%ab%e4%b8%a6%e3%81%b6/,150万にはほとんど手をつけず、むしろ現地で貯金が増えていったと言っていた。,本人の記録（記事に書く必要があるかも要検討）,
個人_貯金,150万,万,,,131,150万用意しても渡航日の英語力がゼロ円扱いされるから貯金が溶ける,https://sakura-eigo.com/%e3%80%8c%e3%82%aa%e3%83%bc%e3%82%b9%e3%83%88%e3%83%a9%e3%83%aa%e3%82%a2-%e3%83%af%e3%83%bc%e3%83%9b%e3%83%aa-%e8%b2%bb%e7%94%a8-%e3%83%aa%e3%82%a2%e3%83%ab%e3%80%8d%e3%81%ab%e4%b8%a6%e3%81%b6/,150万を貯めてから英語を考えるのでは間に合わない。,本人の記録（記事に書く必要があるかも要検討）,
個人_貯金,150万,万,,,131,150万用意しても渡航日の英語力がゼロ円扱いされるから貯金が溶ける,https://sakura-eigo.com/%e3%80%8c%e3%82%aa%e3%83%bc%e3%82%b9%e3%83%88%e3%83%a9%e3%83%aa%e3%82%a2-%e3%83%af%e3%83%bc%e3%83%9b%e3%83%aa-%e8%b2%bb%e7%94%a8-%e3%83%aa%e3%82%a2%e3%83%ab%e3%80%8d%e3%81%ab%e4%b8%a6%e3%81%b6/,150万を貯め始める前に、いや、貯めながら並行して、渡航日に稼げる側に立つための口を先に作る。,本人の記録（記事に書く必要があるかも要検討）,
個人_貯金,150万,万,,,131,150万用意しても渡航日の英語力がゼロ円扱いされるから貯金が溶ける,https://sakura-eigo.com/%e3%80%8c%e3%82%aa%e3%83%bc%e3%82%b9%e3%83%88%e3%83%a9%e3%83%aa%e3%82%a2-%e3%83%af%e3%83%bc%e3%83%9b%e3%83%aa-%e8%b2%bb%e7%94%a8-%e3%83%aa%e3%82%a2%e3%83%ab%e3%80%8d%e3%81%ab%e4%b8%a6%e3%81%b6/,この3年をまた貯金の数字を眺めるだけで使えば、150万は溜まるかもしれない。,本人の記録（記事に書く必要があるかも要検討）,
個人_貯金,15万,万,,,23,「ワーホリ 貯金 いくら必要」で出た200万に怯えて止まる27歳が、額の前に決め,https://sakura-eigo.com/%e3%80%8c%e3%83%af%e3%83%bc%e3%83%9b%e3%83%aa-%e8%b2%af%e9%87%91-%e3%81%84%e3%81%8f%e3%82%89%e5%bf%85%e8%a6%81%e3%80%8d%e3%81%a7%e5%87%ba%e3%81%9f200%e4%b8%87%e3%81%ab%e6%80%af%e3%81%88%e3%81%a6/,手元に残ったのは15万ほどで、通帳は結局63万で年始を迎えた。,本人の記録（記事に書く必要があるかも要検討）,
個人_貯金,200万,万,,,23,「ワーホリ 貯金 いくら必要」で出た200万に怯えて止まる27歳が、額の前に決め,https://sakura-eigo.com/%e3%80%8c%e3%83%af%e3%83%bc%e3%83%9b%e3%83%aa-%e8%b2%af%e9%87%91-%e3%81%84%e3%81%8f%e3%82%89%e5%bf%85%e8%a6%81%e3%80%8d%e3%81%a7%e5%87%ba%e3%81%9f200%e4%b8%87%e3%81%ab%e6%80%af%e3%81%88%e3%81%a6/,それまでの私は「どうやって200万を貯めるか」しか考えていなかった。,本人の記録（記事に書く必要があるかも要検討）,
個人_貯金,20万,万,,,149,150万の見積もりに入っていない、渡航後に仕事が決まるまでの何ヶ月,https://sakura-eigo.com/%e3%80%8c%e3%82%ab%e3%83%8a%e3%83%80-%e3%83%af%e3%83%bc%e3%83%9b%e3%83%aa-%e8%b2%bb%e7%94%a8-2024%e3%80%8d%e3%81%a7%e4%b8%a6%e3%81%b6150%e4%b8%87%e3%83%bb250%e4%b8%87%e3%81%ae%e8%a6%8b%e7%a9%8d/,手取りから毎月4万を貯金に回して、ボーナスで年に20万足して。,本人の記録（記事に書く必要があるかも要検討）,
個人_貯金,30万,万,,,149,150万の見積もりに入っていない、渡航後に仕事が決まるまでの何ヶ月,https://sakura-eigo.com/%e3%80%8c%e3%82%ab%e3%83%8a%e3%83%80-%e3%83%af%e3%83%bc%e3%83%9b%e3%83%aa-%e8%b2%bb%e7%94%a8-2024%e3%80%8d%e3%81%a7%e4%b8%a6%e3%81%b6150%e4%b8%87%e3%83%bb250%e4%b8%87%e3%81%ae%e8%a6%8b%e7%a9%8d/,つまり貯金を30万減らして早く出た人のほうが、現地の立ち上がりでは黒字になりうる。,本人の記録（記事に書く必要があるかも要検討）,
個人_貯金,30万,万,,,149,150万の見積もりに入っていない、渡航後に仕事が決まるまでの何ヶ月,https://sakura-eigo.com/%e3%80%8c%e3%82%ab%e3%83%8a%e3%83%80-%e3%83%af%e3%83%bc%e3%83%9b%e3%83%aa-%e8%b2%bb%e7%94%a8-2024%e3%80%8d%e3%81%a7%e4%b8%a6%e3%81%b6150%e4%b8%87%e3%83%bb250%e4%b8%87%e3%81%ae%e8%a6%8b%e7%a9%8d/,この差の30万は、私が2年近くかけて貯める額の半分近くだ。,本人の記録（記事に書く必要があるかも要検討）,
個人_貯金,4万,万,,,149,150万の見積もりに入っていない、渡航後に仕事が決まるまでの何ヶ月,https://sakura-eigo.com/%e3%80%8c%e3%82%ab%e3%83%8a%e3%83%80-%e3%83%af%e3%83%bc%e3%83%9b%e3%83%aa-%e8%b2%bb%e7%94%a8-2024%e3%80%8d%e3%81%a7%e4%b8%a6%e3%81%b6150%e4%b8%87%e3%83%bb250%e4%b8%87%e3%81%ae%e8%a6%8b%e7%a9%8d/,手取りから毎月4万を貯金に回して、ボーナスで年に20万足して。,本人の記録（記事に書く必要があるかも要検討）,
個人_貯金,50万,万,,,278,卒業後も口が動くのか。月10〜20万の投資を私は5年先まで信じられない,https://sakura-eigo.com/english-coaching-after-graduation/,勢いで50万の申し込みボタンを押して数ヶ月で終わらせる前に、この材料を手元に集めておくだけで、選ぶ精度が変わる。,本人の記録（記事に書く必要があるかも要検討）,
個人_貯金,51万,万,,,272,30万の留学費より、帰国後に失活する30万が重い理由,https://sakura-eigo.com/philippines-study-abroad-adult-costs/,ここまで読んで、また「51万か、貯めれば行けるな」と計算して、何も申し込まずに眠る夜がくるのは分かっている。,本人の記録（記事に書く必要があるかも要検討）,
個人_貯金,51万,万,,,272,30万の留学費より、帰国後に失活する30万が重い理由,https://sakura-eigo.com/philippines-study-abroad-adult-costs/,1ヶ月まとまった時間を取れたら英語を本気でやる、そのために51万貯める、と考えているうちに5年が過ぎた。,本人の記録（記事に書く必要があるかも要検討）,
個人_貯金,51万,万,,,272,30万の留学費より、帰国後に失活する30万が重い理由,https://sakura-eigo.com/philippines-study-abroad-adult-costs/,27歳の今、30歳まで3年を切った私にできる最初の一手は、51万を貯め終えることでも、明日いきなり有給を申請することでもない。,本人の記録（記事に書く必要があるかも要検討）,
個人_貯金,63万,万,,,23,「ワーホリ 貯金 いくら必要」で出た200万に怯えて止まる27歳が、額の前に決め,https://sakura-eigo.com/%e3%80%8c%e3%83%af%e3%83%bc%e3%83%9b%e3%83%aa-%e8%b2%af%e9%87%91-%e3%81%84%e3%81%8f%e3%82%89%e5%bf%85%e8%a6%81%e3%80%8d%e3%81%a7%e5%87%ba%e3%81%9f200%e4%b8%87%e3%81%ab%e6%80%af%e3%81%88%e3%81%a6/,手元に残ったのは15万ほどで、通帳は結局63万で年始を迎えた。,本人の記録（記事に書く必要があるかも要検討）,
