claim_id,claim,subject,act,act_type,target,value,tense,is_experience,posts,post_ids,url,sentence,context,setting_source,needs,confirmation
C024,英会話スクールを5000円溶かした,さくら,溶かした,体験,英会話スクール,5000円,過去,yes,1,526,https://sakura-eigo.com/fast-verify-cost-time-travel/,ただ、過去にスクールで4万5000円を溶かした身としては、勢いで申し込む前にいちど落ち着いて調べたい。,妙に説得力があって、その夜は求人サイトではなく留学エージェントのページをスクロールしていた。 ただ、過去にスクールで4万5000円を溶かした身としては、勢いで申し込む前にいちど落ち着いて調べたい。 この定説は本当なのか。,2026-06-05.md 2026-06-05_eigo-coaching-hikaku.md 2026-06-05_eigo-coaching-koka-taiken.md 2026-06-05_kaigai-iju-eigoryoku.md,クレジットカード・銀行の明細,
C025,英語を1日比較した,第三者,比較した,調査,英語,1日,過去,no,1,526,https://sakura-eigo.com/fast-verify-cost-time-travel/,1日中英語漬けと言われるだけあって、日本で働きながら確保する学習時間とは比べものにならない密度ではある。,時間に直すとおよそ117時間だ。 1日中英語漬けと言われるだけあって、日本で働きながら確保する学習時間とは比べものにならない密度ではある。 問題は、この117時間で英語力がどこまで動くのか。,CLAUDE.md 2026-06-05.md 2026-06-05_eigo-coaching-hikaku.md 2026-06-05_eigo-coaching-koka-taiken.md,本人の確認,
C026,セブ島を4週間通った,さくら,通った,体験,セブ島,4週間,現在,yes,1,526,https://sakura-eigo.com/fast-verify-cost-time-travel/,項目 時間 セブ島4週間の授業(マンツーマン＋グループ) 約117時間 CEFRを1段階上げるのに必要な目安 約200時間 累計でA2に届く目安 180〜200時間 累計でB2に届く目安 500〜600時間 4週間まるまる通っても、1段階上げるのに要る時間の6割弱にしか届かない。,並べると見えてくる。 項目 時間 セブ島4週間の授業(マンツーマン＋グループ) 約117時間 CEFRを1段階上げるのに必要な目安 約200時間 累計でA2に届く目安 180〜200時間 累計でB2に届く目安 500〜600時間 4週間まるまる通っても、1段階上げるのに要る時間の6割弱にしか届かない。 もちろん現地では授業外でも英語を使うから、実際の接触量はこれより多い。,2026-06-17.md 2026-07-01.md 2026-07-04.md 2026-07-08.md,受講記録・領収書,
C027,フィリピンを試した,さくら,試した,体験,フィリピン,,過去,yes,1,526,https://sakura-eigo.com/fast-verify-cost-time-travel/,その下地でA2からB1あたりの土台ができたら、フィリピンの短期を「仕上げと度胸試し」に使う。,ここが私にとっていちばん自然な橋だった。 その下地でA2からB1あたりの土台ができたら、フィリピンの短期を「仕上げと度胸試し」に使う。 セブなら1日7コマ級のマンツーマンで、日本でためた語彙を使う側に一気に回せる。,CLAUDE.md 2026-06-08.md 2026-06-11.md 2026-06-17.md,本人の確認,
C028,英語を32万円払った,さくら,払った,体験,英語,32万円,過去,yes,1,526,https://sakura-eigo.com/fast-verify-cost-time-travel/,飲みの席で言われたひと言を鵜呑みにして32万円を先に払っていたら、たぶん私はまた「英語できない自分」を確かめに行くだけだった。,すでに話せる人には近道になり、後回しにしてきた私には、下地を作ってから使う仕上げの道具になる。 飲みの席で言われたひと言を鵜呑みにして32万円を先に払っていたら、たぶん私はまた「英語できない自分」を確かめに行くだけだった。 順番を逆にする。,CLAUDE.md 2026-06-05_eigo-coaching-koka-taiken.md 2026-06-05_workingholiday-30-maniau.md 2026-06-07.md,クレジットカード・銀行の明細,
C029,英語を40分やめた,さくら,やめた,体験,英語,40分,過去,yes,1,521,https://sakura-eigo.com/toeic-listening-325-to-improvement/,聞き流しをやめたら、耳の使い方のズレが見えた 通勤40分がBGMになっていた 往復40分、私は毎日英語の音声を流していた。,新刊を1冊増やすより、同じ音声を3周するほうが耳は素直に慣れていく。 聞き流しをやめたら、耳の使い方のズレが見えた 通勤40分がBGMになっていた 往復40分、私は毎日英語の音声を流していた。 勉強している気になっていたけれど、実際は車内アナウンスと同じで、音が右から左へ抜けていくだけだった。,CLAUDE.md 2026-06-05_eikaiwa-app-hikaku-shakaijin.md 2026-06-05_workingholiday-cost-cut.md 2026-06-06.md,サービスのアカウント履歴,
C030,英会話スクールを5000円払った,さくら,払った,体験,英会話スクール,5000円,現在,yes,1,521,https://sakura-eigo.com/toeic-listening-325-to-improvement/,過去に通学型スクールで4万5000円を払ったとき、講師に「その単語のアクセントの位置が違う」と指摘されて初めて気づいた音がいくつもある。,この現象の裏には、自分の中に蓄えた音が実際の発音とずれているという事情があった。 過去に通学型スクールで4万5000円を払ったとき、講師に「その単語のアクセントの位置が違う」と指摘されて初めて気づいた音がいくつもある。 読める語彙と聞ける語彙は別物で、後者は正しい音を口で通してやっと自分のものになる。,2026-06-05.md 2026-06-05_eigo-coaching-hikaku.md 2026-06-05_eigo-coaching-koka-taiken.md 2026-06-05_kaigai-iju-eigoryoku.md,クレジットカード・銀行の明細,
C031,セブ島を35万円払った,さくら,払った,体験,セブ島,35万円,過去,yes,1,315,https://sakura-eigo.com/cebu-island-one-month-study-abroad/,35万円払って、1ヶ月で120コマのマンツーマンを予約して、セブ島の語学学校に飛んだ。,参考書を7冊詰めて、単語帳を3種類入れて、それでも「これで足りるかな」と不安だった。 35万円払って、1ヶ月で120コマのマンツーマンを予約して、セブ島の語学学校に飛んだ。 営業事務の私が有給と貯金をかき集めて実現した、人生で1番大きな英語への投資だった。,2026-07-04.md 2026-08-02.md claim_2026-08-05.md,クレジットカード・銀行の明細,
C032,セブ島を2ヶ月溶かした,さくら,溶かした,体験,セブ島,2ヶ月,過去,yes,1,315,https://sakura-eigo.com/cebu-island-one-month-study-abroad/,Table of Contents Toggle 5校を2ヶ月かけて比較した記録 費用と授業数を横並びにして見えたこと 数字だけでは分からない食事と門限 比較表を作って初めて自分の優先順位が見えた 現地1日目に浴びた8時間の授業で息切れした 口は動いているのに何も残っていない 疲労が英語を締め出していた 1週間で捨てた3つと、残した1つ 捨てた1つ目 8コマの授業を6コマに減らした 捨てた2つ目 ,ここでは検討段階で比較した5校の記録と、現地で自分の予定を組み直した過程を、費用と授業数と伸びの実感を数字で並べながら書いていく。 Table of Contents Toggle 5校を2ヶ月かけて比較した記録 費用と授業数を横並びにして見えたこと 数字だけでは分からない食事と門限 比較表を作って初めて自分の優先順位が見えた 現地1日目に浴びた8時間の授業で息切れした 口は動いているのに何も残っていない 疲労が英語を締め出していた 1週間で捨てた3つと、残した1つ 捨てた1つ目 8コマの授業を6コマに減らした 捨,2026-06-17.md 2026-07-01.md 2026-07-04.md 2026-07-08.md,クレジットカード・銀行の明細,
C033,英語を1コマ続けた,さくら,続けた,体験,英語,1コマ,過去,yes,1,315,https://sakura-eigo.com/cebu-island-one-month-study-abroad/,1コマ目のクリスから始まって、昼を挟んで16時まで、私はほぼ休みなく英語を口から出し続けた。,8コマのマンツーマン漬けで、25分ごとに先生が変わる。 1コマ目のクリスから始まって、昼を挟んで16時まで、私はほぼ休みなく英語を口から出し続けた。 学校のスケジュール表を見て「これで元が取れる」と満足していた最初の私は、水曜の夜に完全に潰れた。,CLAUDE.md 2026-06-05.md 2026-06-05_eigo-coaching-hikaku.md 2026-06-05_eigo-coaching-koka-taiken.md,サービスのアカウント履歴,
C034,英語を35万円溶かした,さくら,溶かした,体験,英語,35万円,過去,yes,1,315,https://sakura-eigo.com/cebu-island-one-month-study-abroad/,私は35万円を無駄にしたくない一心で、詰め込むほど英語が遠ざかる悪循環に自分から突っ込んでいた。,疲れきった脳は、新しい表現を入れる隙間がない。 私は35万円を無駄にしたくない一心で、詰め込むほど英語が遠ざかる悪循環に自分から突っ込んでいた。 ここで初めて、比較表を作っていたときの自分の結論を思い出した。,2026-06-05_eikaiwa-app-hikaku-shakaijin.md 2026-06-05_workingholiday-30-maniau.md 2026-06-06.md 2026-06-08.md,クレジットカード・銀行の明細,
C035,英語を15分通った,さくら,通った,体験,英語,15分,過去,yes,1,315,https://sakura-eigo.com/cebu-island-one-month-study-abroad/,この15分があるだけで、日本語に流れる夜にも英語の芯が1本通った。,相手が待っている約束にすると、疲れていてもサボれない。 この15分があるだけで、日本語に流れる夜にも英語の芯が1本通った。 枠を予約で固定すると、意志の力を使わずに英語の時間が回り始める。,CLAUDE.md 2026-06-05_eigo-coaching-hikaku.md 2026-06-05_eigo-coaching-koka-taiken.md 2026-06-05_kaigai-iju-eigoryoku.md,受講記録・領収書,
C036,セブ島を1ヶ月溶かした,さくら,溶かした,体験,セブ島,1ヶ月,過去,yes,1,315,https://sakura-eigo.com/cebu-island-one-month-study-abroad/,セブ1ヶ月を無駄にしない出発前の準備 もし今の私が、もう1度セブ島に飛ぶなら、出発前にやることは決まっている。,帰国後4ヶ月経った今も、21時のオンラインレッスンは私の生活に残っている。 セブ1ヶ月を無駄にしない出発前の準備 もし今の私が、もう1度セブ島に飛ぶなら、出発前にやることは決まっている。 現地で1週間もがいて学んだことを、最初から準備に組み込めば、35万円の価値が何倍にもなる。,2026-06-17.md 2026-07-01.md 2026-07-04.md 2026-07-08.md,クレジットカード・銀行の明細,
C037,英語を試した,さくら,試した,体験,英語,,過去,yes,1,273,https://sakura-eigo.com/online-english-conversation-speaking-time/,試しにストップウォッチで測った日 気になったので、次のレッスンでスマホのストップウォッチを横に置いて、自分が英語を発している間だけ手で押して測ってみた。,真面目に受けても空っぽだったという事実が、原因を別の場所に押し出していた。 試しにストップウォッチで測った日 気になったので、次のレッスンでスマホのストップウォッチを横に置いて、自分が英語を発している間だけ手で押して測ってみた。 結果は45秒。,CLAUDE.md 2026-06-05.md 2026-06-05_eigo-coaching-hikaku.md 2026-06-05_eigo-coaching-koka-taiken.md,本人の確認,
C038,英語として働いている,さくら,働いている,体験,英語,,過去,yes,1,281,https://sakura-eigo.com/philippines-english-study-after-return/,27歳の私は英語をずっと来月に送り続けてきて、30歳までにワーホリで一度海外で働いてみたいという願いだけが古びずに残っている。,その落差が、私にはいちばん怖い。 27歳の私は英語をずっと来月に送り続けてきて、30歳までにワーホリで一度海外で働いてみたいという願いだけが古びずに残っている。 留学の効果を調べては、こういう「消えた」系の口コミに手を止めて、また申し込みを翌月に回してきた。,CLAUDE.md 2026-06-05.md 2026-06-05_eigo-coaching-hikaku.md 2026-06-05_eigo-coaching-koka-taiken.md,職務経歴（本人の申告で足りる）,
